Name,Artist,Album,Track Number
"Unrequited Love","Lykke Li","Wounded Rhymes","4"
"Get Some","Lykke Li","Wounded Rhymes","5"
"Rich Kids Blues","Lykke Li","Wounded Rhymes","6"
"Sadness Is A Blessing","Lykke Li","Wounded Rhymes","7"
"I Know Places","Lykke Li","Wounded Rhymes","8"
"Jerome","Lykke Li","Wounded Rhymes","9"
"Silent My Song","Lykke Li","Wounded Rhymes","10"
"In The Bath","Lemon Jelly","Lemon Jelly.ky","1"
"Nervous Tension","Lemon Jelly","Lemon Jelly.ky","2"
"A Tune For Jack","Lemon Jelly","Lemon Jelly.ky","3"
"His Majesty King Raam","Lemon Jelly","Lemon Jelly.ky","4"
"The Staunton Lick","Lemon Jelly","Lemon Jelly.ky","5"
"Homage to Patagonia","Lemon Jelly","Lemon Jelly.ky","6"
"Kneel Before Your God","Lemon Jelly","Lemon Jelly.ky","7"
"Page One","Lemon Jelly","Lemon Jelly.ky","8"
"Come","Lemon Jelly","Lemon Jelly.ky","9"
"Something To Die For (Single Mix)","The Sounds","Something To Die For","2"
"Adore","I:Cube","Adore","1"
"Tropiq","I:Cube","Adore","5"
"Sunrise","Yeasayer","All Hour Cymbals","1"
"Rolling in the Deep","Adele","21","1"
"Rumour Has It","Adele","21","2"
"Turning Tables","Adele","21","3"
"Don't You Remember","Adele","21","4"
"Set Fire to the Rain","Adele","21","5"
"He Won't Go","Adele","21","6"
"Take It All","Adele","21","7"
"I'll Be Waiting","Adele","21","8"
"One And Only","Adele","21","9"
"Lovesong","Adele","21","10"
"Someone Like You","Adele","21","11"
"Shaolin Vs. Wutang","Raekwon","Shaolin vs. Wu-tang","1"
"Every Soldier In The Hood (feat. Method Man)","Raekwon","Shaolin vs. Wu-tang","2"
"Silver Rings (feat. Ghostface Killah)","Raekwon","Shaolin vs. Wu-tang","3"
"Chop Chop Ninja (feat. Inspectah and Estelle)","Raekwon","Shaolin vs. Wu-tang","4"
"Butter Knives","Raekwon","Shaolin vs. Wu-tang","5"
"Snake Pond","Raekwon","Shaolin vs. Wu-tang","6"
"Crane Style (feat. Busta Rhymes)","Raekwon","Shaolin vs. Wu-tang","7"
"Rock N Roll (feat. Jim Jones, Ghostface Killah and Kobe Honeycutt)","Raekwon","Shaolin vs. Wu-tang","8"
"Rich And Black (feat. Nas)","Raekwon","Shaolin vs. Wu-tang","9"
"From The Hills (feat. Method Man and Raheem Devaughn)","Raekwon","Shaolin vs. Wu-tang","10"
"Last Trip To Scotland (feat. Lloyd Banks)","Raekwon","Shaolin vs. Wu-tang","11"
"Ferryboat Killaz","Raekwon","Shaolin vs. Wu-tang","12"
"Dart School","Raekwon","Shaolin vs. Wu-tang","13"
"Molasses (feat. Rick Ross and Ghostface Killah)","Raekwon","Shaolin vs. Wu-tang","14"
"The Scroll","Raekwon","Shaolin vs. Wu-tang","15"
"Masters Of Our Fate (feat. Black Thought)","Raekwon","Shaolin vs. Wu-tang","16"
"Wu Chant (Outro)","Raekwon","Shaolin vs. Wu-tang","17"
"Me So Horny","Richard Cheese","Aperitif For Destruction","1"
"People Equals Shit","Richard Cheese","Aperitif For Destruction","2"
"Welcome To The Jungle","Richard Cheese","Aperitif For Destruction","3"
"Brass Monkey","Richard Cheese","Aperitif For Destruction","4"
"Let's Get It Started","Richard Cheese","Aperitif For Destruction","5"
"Been Caught Stealing","Richard Cheese","Aperitif For Destruction","7"
"The Girl Is Mine","Richard Cheese","Aperitif For Destruction","8"
"You Oughta Know","Richard Cheese","Aperitif For Destruction","9"
"Enter Sandman","Richard Cheese","Aperitif For Destruction","10"
"Sunday Bloody Sunday","Richard Cheese","Aperitif For Destruction","11"
"We Are The World","Richard Cheese","Aperitif For Destruction","12"
"Do Me","Richard Cheese","Aperitif For Destruction","13"
"American Idiot","Richard Cheese","Aperitif For Destruction","14"
"Add It Up","Richard Cheese","Aperitif For Destruction","15"
"Somebody Told Me","Richard Cheese","Aperitif For Destruction","16"
"Baby Got Back","Richard Cheese","Tuxicity","3"
"Penelope","Pinback","Blue Screen Life","5"
"All Black Everything","Lupe Fiasco","Lasers","11"
"CMYK","James Blake","CMYK EP","1"
"Footnotes","James Blake","CMYK EP","2"
"I'll Stay","James Blake","CMYK EP","3"
"Postpone","James Blake","CMYK EP","4"
"Your Song","Ellie Goulding","Lights","11"
"Anecdote","Ambulance LTD","LP","3"
"Heavy Lifting","Ambulance LTD","LP","4"
"Stay Where You Are","Ambulance LTD","LP","6"
"Dancing Shoes","Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","4"
"Red Light Indicates Doors Are Secured","Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","8"
"Mardy Bum","Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","9"
"When The Sun Goes Down","Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","11"
"From The Ritz To The Rubble","Arctic Monkeys","Whatever People Say I Am, That's What I'm Not","12"
"Speed Trials","Elliott Smith","Either Or","1"
"Alameda","Elliott Smith","Either Or","2"
"Ballad Of Big Nothing","Elliott Smith","Either Or","3"
"Between The Bars","Elliott Smith","Either Or","4"
"Pictures Of Me","Elliott Smith","Either Or","5"
"No Name No. 5","Elliott Smith","Either Or","6"
"Rose Parade","Elliott Smith","Either Or","7"
"Punch And Judy","Elliott Smith","Either Or","8"
"Angeles","Elliott Smith","Either Or","9"
"Cupids Trick","Elliott Smith","Either Or","10"
"2:45 a.m.","Elliott Smith","Either Or","11"
"Say Yes","Elliott Smith","Either Or","12"
"Tomorrow Was to Wait","Peter Bjorn And John","Gimme Some","1"
"Dig a Little Dipper","Peter Bjorn And John","Gimme Some","2"
"Second Chance","Peter Bjorn And John","Gimme Some","3"
"Eyes","Peter Bjorn And John","Gimme Some","4"
"Breaker,Breaker","Peter Bjorn And John","Gimme Some","5"
"Meen Seem Macabre","Peter Bjorn And John","Gimme Some","6"
"(Don't Let Them) Cool Off","Peter Bjorn And John","Gimme Some","7"
"Black Book","Peter Bjorn And John","Gimme Some","8"
"Down Like Me","Peter Bjorn And John","Gimme Some","9"
"Lies","Peter Bjorn And John","Gimme Some","10"
"I Know You Don't Love Me","Peter Bjorn And John","Gimme Some","11"
"Last Exit (Remastered)","Pearl Jam","Vitalogy","1"
"Spin the Black Circle (Remastered)","Pearl Jam","Vitalogy","2"
"Not for You (Remastered)","Pearl Jam","Vitalogy","3"
"Tremor Christ (Remastered)","Pearl Jam","Vitalogy","4"
"Nothingman (Remastered)","Pearl Jam","Vitalogy","5"
"Whipping (Remastered)","Pearl Jam","Vitalogy","6"
"Pry, To (Remastered)","Pearl Jam","Vitalogy","7"
"Corduroy (Remastered)","Pearl Jam","Vitalogy","8"
"Bugs (Remastered)","Pearl Jam","Vitalogy","9"
"Satan's Bed (Remastered)","Pearl Jam","Vitalogy","10"
"Better Man (Remastered)","Pearl Jam","Vitalogy","11"
"Aya Davanita (Remastered)","Pearl Jam","Vitalogy","12"
"Immortality (Remastered)","Pearl Jam","Vitalogy","13"
"Stupidmop (Remastered)","Pearl Jam","Vitalogy","14"
"Better Man (Guitar / Organ Only)","Pearl Jam","Vitalogy","15"
"Corduroy (Alternate Take)","Pearl Jam","Vitalogy","16"
"Nothingman (Demo)","Pearl Jam","Vitalogy","17"
"Go (Remastered)","Pearl Jam","Vs.","1"
"Animal (Remastered)","Pearl Jam","Vs.","2"
"Daughter (Remastered)","Pearl Jam","Vs.","3"
"Glorified G (Remastered)","Pearl Jam","Vs.","4"
"Dissident (Remastered)","Pearl Jam","Vs.","5"
"W.M.A. (Remastered)","Pearl Jam","Vs.","6"
"Blood (Remastered)","Pearl Jam","Vs.","7"
"Rearviewmirror (Remastered)","Pearl Jam","Vs.","8"
"Rats (Remastered)","Pearl Jam","Vs.","9"
"Elderly Woman Behind the Counter in a Small Town (Remastered)","Pearl Jam","Vs.","10"
"Leash (Remastered)","Pearl Jam","Vs.","11"
"Indifference (Remastered)","Pearl Jam","Vs.","12"
"Hold On (bonus track)","Pearl Jam","Vs.","13"
"Cready Stomp (bonus track)","Pearl Jam","Vs.","14"
"Crazy Mary (Remastered)","Pearl Jam","Vs.","15"
"Selfish Jean","Travis","The Boy With No Name","2"
"Cube","Hauschka","Salon des amateurs","5"
"Spinnin'","Speech Debelle","Speech Therapy","4"
"Kalimba","Mr. Scruff","Kalimba","1"
"Skanky Panky","Kid Koala","Some Of My Best Friends Are DJs","7"
"Get Some (Mike D Remix - Another Latch Bros. Production)","Lykke Li","Get Some","1"
"Get Some (Remix by Beck)","Lykke Li","Get Some","2"
"Don't Cry Baby","Madeleine Peyroux","Careless Love","3"
"Spin Spin Sugar (Armand's Bonus Dub)","Sneaker Pimps","Becoming Remixed","8"
"Stunts","Teams","Dxys Xff","2"
"Cold Blooded","Common","Like Water For Chocolate","3"
"The Light","Common","Like Water For Chocolate","5"
"The 6th Sense","Common","Like Water For Chocolate","9"
"Geto Heaven Part Two","Common","Like Water For Chocolate","14"
"Get Ready","Sublime","Sublime","14"
"Genesis","Dieselboy + Joshua Ryan","Project HUMAN (Disc 1)","1"
"Shapecharge","Rymetime + Optical","Project HUMAN (Disc 1)","2"
"Subculture (Dieselboy + Kaos VIP)","Styles Of Beyond","Project HUMAN (Disc 1)","3"
"Something For The Dancefloor (Underfire Remix)","Funk Parlor","Project HUMAN (Disc 1)","4"
"You Must Follow (Dieselboy + Kaos Remix)","Stratus","Project HUMAN (Disc 1)","5"
"Altitude (Fierce + Rymetime VIP)","Stakka + Skynet + friction","Project HUMAN (Disc 1)","6"
"California Curse (Technical Itch Remix)","Dylan + Ink","Project HUMAN (Disc 1)","7"
"Carjacker (Ram Trilogy Remix)","Billy Lo","Project HUMAN (Disc 1)","8"
"Harder And Faster (Weapon Vs E-Sassin Remix)","Robbie Rivera","Project HUMAN (Disc 1)","9"
"Hostile","Kemal + Rob Data","Project HUMAN (Disc 1)","10"
"Stalker (Danny C Remix)","Usual Suspects + Loxy","Project HUMAN (Disc 1)","11"
"The Shadow (Hive VIP)","Rob + Goldie","Project HUMAN (Disc 1)","12"
"Soundwall (Dom & Roland VIP)","Dom + Roland","Project HUMAN (Disc 1)","13"
"Quadrant 6 (E-Sassin VIP)","dom + Optical","Project HUMAN (Disc 1)","14"
"Terminal Velocity","Rascal + Klone","Project HUMAN (Disc 1)","15"
"Reborn (Weapon Remix)","Technical Itch","Project HUMAN (Disc 1)","16"
"Mindgames","Bad Company UK","Project HUMAN (Disc 1)","17"
"You Must Follow","Stratus","Project HUMAN (Disc 1)","19"
"Subculture (Dylan + Ink Remix)","Styles Of Beyond","Project HUMAN (Disc 1)","20"
"Tension (Usual Suspects Remix)","Decoder","Project HUMAN (Disc 1)","21"
"Surreal Uncut (Teebee Remix)","Hive","Project HUMAN (Disc 1)","22"
"Pistolwhip (Stratus Remix)","Joshua Ryan","Project HUMAN (Disc 1)","23"
"The Bear (Universal Project Remix)","Danny Breaks","Project HUMAN (Disc 1)","24"
"All I Know","Rahzel","Make The Music 2000","4"
"Suga Sista","Rahzel","Make The Music 2000","14"
"Southern Girl","Rahzel","Make The Music 2000","15"
"So Glorious","Killer Mike","Pl3dge","1"
"That's Life II","Killer Mike","Pl3dge","2"
"Ric Flair","Killer Mike","Pl3dge","3"
"Ready Set Go","Killer Mike","Pl3dge","4"
"Burn","Killer Mike","Pl3dge","5"
"Go Out On The Town","Killer Mike","Pl3dge","6"
"God In The Building II","Killer Mike","Pl3dge","7"
"Players Lullaby","Killer Mike","Pl3dge","8"
"Animal","Killer Mike","Pl3dge","9"
"American Dream Prelude","Killer Mike","Pl3dge","10"
"American Dream","Killer Mike","Pl3dge","11"
"Everything (Hold You Down)","Killer Mike","Pl3dge","12"
"Follow Your Dreams","Killer Mike","Pl3dge","13"
"Swimming","Killer Mike","Pl3dge","14"
"Ready Set Go (Remix)","Killer Mike","Pl3dge","15"
"Helena Beat","Foster The People","Torches","1"
"Pumped up Kicks","Foster The People","Torches","2"
"Call It What You Want (Album Version)","Foster The People","Torches","3"
"Don't Stop (Color on the Walls) (Album Version)","Foster The People","Torches","4"
"Waste","Foster The People","Torches","5"
"I Would Do Anything for You","Foster The People","Torches","6"
"Houdini","Foster The People","Torches","7"
"Life on the Nickel (Album Version)","Foster The People","Torches","8"
"Miss You (Album Version)","Foster The People","Torches","9"
"Warrant (Album Version)","Foster The People","Torches","10"
"Abducted","Cults","Cults","1"
"Go Outside","Cults","Cults","2"
"You Know What I Mean","Cults","Cults","3"
"Most Wanted","Cults","Cults","4"
"Walk At Night","Cults","Cults","5"
"Never Heal Myself","Cults","Cults","6"
"Oh My God","Cults","Cults","7"
"Never Saw The Point","Cults","Cults","8"
"Bad Things","Cults","Cults","9"
"Bumper","Cults","Cults","10"
"Rave On","Cults","Cults","11"
"Can You Seen Straight?","The Death Set","Can You Seen Straight?","1"
"Meet Me In St. Louis","Judy Garland","Ultimate Jazz Divas Vol 2","12"
"Sookie Now","Big K.R.I.T.","R4 The Prequel","1"
"Country Sh*t (Remix)","Big K.R.I.T.","R4 The Prequel","2"
"Time Machine","Big K.R.I.T.","R4 The Prequel","3"
"The Vent","Big K.R.I.T.","R4 The Prequel","4"
"Moon & Stars","Big K.R.I.T.","R4 The Prequel","5"
"Drive Slow","Kanye West","Late Registration","6"
"You Bring Me Joy","Mary J. Blige","My Life","3"
"Bag Lady","Erykah Badu","Mama's Gun","12"
"My Way Home","Kanye West","Late Registration","7"
"Roses","Kanye West","Late Registration","9"
"I'm The Only Woman","Mary J. Blige","My Life","5"
"Addiction","Kanye West","Late Registration","11"
"My Life","Mary J. Blige","My Life","7"
"Hey Mama","Kanye West","Late Registration","16"
"Don't Go","Mary J. Blige","My Life","14"
"Celebration","Kanye West","Late Registration","17"
"Be Happy","Mary J. Blige","My Life","17"
"Late","Kanye West","Late Registration","21"
"Heatwave","SBTRKT","SBTRKT","1"
"Hold On (feat. Sampha)","SBTRKT","SBTRKT","2"
"Wildfire (feat. Little Dragon)","SBTRKT","SBTRKT","3"
"A Little Soul","Pete Rock","Petestrumentals","1"
"Play Dis Only At Night","Pete Rock","Petestrumentals","2"
"Something Funky","Pete Rock","Petestrumentals","3"
"For The People","Pete Rock","Petestrumentals","4"
"To My Advantage","Pete Rock","Petestrumentals","5"
"Smooth Sailing","Pete Rock","Petestrumentals","6"
"Petes Jazz","Pete Rock","Petestrumentals","7"
"Back On The Block","Pete Rock","Petestrumentals","8"
"The Boss","Pete Rock","Petestrumentals","9"
"Get Involved","Pete Rock","Petestrumentals","10"
"Nothin Lesser feat. The UN","Pete Rock","Petestrumentals","11"
"Walk On By","Pete Rock","Petestrumentals","12"
"Take The D Train","Pete Rock","Petestrumentals","13"
"Mind Frame feat. Freddie Foxxx","Pete Rock","Petestrumentals","14"
"Cake feat. The UN","Pete Rock","Petestrumentals","15"
"Outro","Pete Rock","Petestrumentals","16"
"Its Like That","J Dilla","Welcome To Detroit","10"
"Wavin' Flag","K'NAAN","Troubadour","7"
"Wavin' Flag","K'NAAN","Troubadour","15"
"Roll It Up","The Crystal Method","Tweekend","3"
"Ready For Action","The Crystal Method","Tweekend","7"
"Over The Line","The Crystal Method","Tweekend","9"
"Tough Guy","The Crystal Method","Tweekend","11"
"Analog Odyssey","Beck","Mellow Gold","13"
"Pop Goes The Weasel","3rd Bass","Derelicts Of Dialect","22"
"What Does Your Soul Look Like (Part 2)","DJ Shadow","Pre-Emptive Strike","5"
"What Does Your Soul Look Like (Part 3)","DJ Shadow","Pre-Emptive Strike","6"
"What Does Your Soul Look Like (Part 4)","DJ Shadow","Pre-Emptive Strike","7"
"What Does Your Soul Look Like (Part 1)","DJ Shadow","Pre-Emptive Strike","8"
"High Noon","DJ Shadow","Pre-Emptive Strike","10"
"My 1st Song","Jay-Z","The Black Album 2","14"
"I Will Not Apologize","The Roots","Rising Down","8"
"To Whom It May Concern","Black Sheep","A Wolf In Sheep's Clothing","8"
"Gimme The Finga","Black Sheep","A Wolf In Sheep's Clothing","14"
"Hoes We Knows","Black Sheep","A Wolf In Sheep's Clothing","15"
"Black With N V (No Vision)","Black Sheep","A Wolf In Sheep's Clothing","17"
"The Choice Is Yours (Revisited)","Black Sheep","A Wolf In Sheep's Clothing","21"
"Intro / There's Something Goin' On","The Roots","Do You Want More?!!!??!","1"
"Mellow My Man","The Roots","Do You Want More?!!!??!","4"
"Datskat","The Roots","Do You Want More?!!!??!","6"
"What Goes On, Pt. 7","The Roots","Do You Want More?!!!??!","10"
"The Notic (Live (1999 The Studio))","The Roots","The Roots Come Alive","13"
"Drivin' Me Wild","Common","Finding Forever","4"
"I Want You","Common","Finding Forever","5"
"U, Black Maybe","Common","Finding Forever","8"
"Misunderstood","Common","Finding Forever","11"
"Forever Begins","Common","Finding Forever","12"
"Woo","Erykah Badu","Worldwide Underground","5"
"Skipping Rocks","Oddisee","Rock Creek Park","2"
"Intro","Big Sean","Finally Famous (Deluxe Edition)","1"
"I Do It","Big Sean","Finally Famous (Deluxe Edition)","2"
"My Last","Big Sean","Finally Famous (Deluxe Edition)","3"
"Don't Tell Me You Love Me","Big Sean","Finally Famous (Deluxe Edition)","4"
"Wait For Me","Big Sean","Finally Famous (Deluxe Edition)","5"
"Marvin & Chardonnay","Big Sean","Finally Famous (Deluxe Edition)","6"
"Dance (A$$)","Big Sean","Finally Famous (Deluxe Edition)","7"
"Get It (DT)","Big Sean","Finally Famous (Deluxe Edition)","8"
"Memories (Part II)","Big Sean","Finally Famous (Deluxe Edition)","9"
"High","Big Sean","Finally Famous (Deluxe Edition)","10"
"Live This Life","Big Sean","Finally Famous (Deluxe Edition)","11"
"So Much More","Big Sean","Finally Famous (Deluxe Edition)","12"
"What Goes Around","Big Sean","Finally Famous (Deluxe Edition)","13"
"Celebrity","Big Sean","Finally Famous (Deluxe Edition)","14"
"My House","Big Sean","Finally Famous (Deluxe Edition)","15"
"100 Keys","Big Sean","Finally Famous (Deluxe Edition)","16"
"Ritual Union","Little Dragon","Ritual Union","1"
"Little Man","Little Dragon","Ritual Union","2"
"Brush The Heat","Little Dragon","Ritual Union","3"
"Shuffle A Dream","Little Dragon","Ritual Union","4"
"Please Turn","Little Dragon","Ritual Union","5"
"Crystalfilm","Little Dragon","Ritual Union","6"
"Precious","Little Dragon","Ritual Union","7"
"Nightlight","Little Dragon","Ritual Union","8"
"Summertearz","Little Dragon","Ritual Union","9"
"When I Go Out","Little Dragon","Ritual Union","10"
"Seconds","Little Dragon","Ritual Union","11"
"Table Of Contents (Parts 1 & 2)","The Roots","Things Fall Apart","2"
"The Next Movement","The Roots","Things Fall Apart","3"
"Step Into The Relm","The Roots","Things Fall Apart","4"
"The Spark","The Roots","Things Fall Apart","5"
"Dynamite!","The Roots","Things Fall Apart","6"
"Ain't Sayin' Nothin' New","The Roots","Things Fall Apart","8"
"Double Trouble","The Roots","Things Fall Apart","9"
"Act Too (The Love Of My Life)","The Roots","Things Fall Apart","10"
"100% Dundee","The Roots","Things Fall Apart","11"
"Diedre Vs. Dice","The Roots","Things Fall Apart","12"
"Adrenaline!","The Roots","Things Fall Apart","13"
"3rd Acts: ? Vs. Scratch 2 ... Electric Boogaloo","The Roots","Things Fall Apart","14"
"You Got Me","The Roots","Things Fall Apart","15"
"Don't See Us","The Roots","Things Fall Apart","16"
"The Return To Innocence Lost","The Roots","Things Fall Apart","17"
"Act Fore...The End?","The Roots","Things Fall Apart","18"
"Act Won (Things Fall Apart)","The Roots","Things Fall Apart","1"
"Without A Doubt","The Roots","Things Fall Apart","7"
"Iambic 9 Poetry","Squarepusher","Ultravisitor","3"
"Every Day I Love","Squarepusher","Ultravisitor","15"
"Southern Point","Grizzly Bear","Veckatimest","1"
"Two Weeks","Grizzly Bear","Veckatimest","2"
"All We Ask","Grizzly Bear","Veckatimest","3"
"Fine For Now","Grizzly Bear","Veckatimest","4"
"Cheerleader","Grizzly Bear","Veckatimest","5"
"Dory","Grizzly Bear","Veckatimest","6"
"Ready, Able","Grizzly Bear","Veckatimest","7"
"About Face","Grizzly Bear","Veckatimest","8"
"Hold Still","Grizzly Bear","Veckatimest","9"
"While You Wait For The Others","Grizzly Bear","Veckatimest","10"
"I Live With You","Grizzly Bear","Veckatimest","11"
"Foreground","Grizzly Bear","Veckatimest","12"
"lovers’ carvings","Bibio","Ambivalence Avenue","7"
